id;company;calc_type;calc_value;unit;threshold_type;threshold_value;threshold_unit;thresholds_all;thresholds_count;treatment_stop;adverse_effects;treatment_failure;cotreatments;cashback_extract
3934;GlaxoSmithKline SA;chf_fixed;537.26;per_box;;;;;0;0;0;0;;Le titulaire de l'autorisation, GlaxoSmithKline SA, rembourse à l'assurance-maladie auprès duquel la personne était assurée au moment de l'achat, à la première demande de ce dernier, Fr. 537.26 pour chaque emballage acheté. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique. La demande de remboursement doit être faite à partir du moment de l'administration.
3938;;percentage;9.96;per_box;;;;;0;0;0;0;"[""POLIVY"", ""MABTHERA""]";En ce qui concerne le remboursement de MABTHERA dans cette association, respecter également la limitation suivante: Le titulaire de l’autorisation rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de la remise du médicament, dès la première demande de l’assureur, un pourcentage de 9.96% du prix de fabrique pour chaque emballage remis de MABTHERA en association avec POLIVY et la bendamustine. La taxe sur la valeur ajoutée ne peut pas être exigée en sus de cette part du prix de fabrique. La demande de remboursement doit intervenir à partir du moment de l’administration.
3941;Gilead Sciences Switzerland Sàrl;unknown;;per_box;;;;;0;0;0;0;"[""SUNLENCA""]";Gilead Sciences Switzerland Sàrl rembourse à l’assureur-maladie, chez lequel la personne assurée était couverte au moment de l’obtention, sur sa première demande, une part déterminée du prix de fabrique pour chaque emballage de SUNLENCA acheté. La TVA ne peut pas être remboursée en plus de de cette part du prix de fabrique.
3942;Gilead Sciences Switzerland Sàrl;unknown;;per_box;;;;;0;0;0;0;"[""SUNLENCA""]";Gilead Sciences Switzerland Sàrl rembourse à l’assureur-maladie, chez lequel la personne assurée était couverte au moment de l’obtention, sur sa première demande, une part déterminée du prix de fabrique pour chaque emballage de SUNLENCA acheté. La TVA ne peut pas être remboursée en plus de de cette part du prix de fabrique.
3943;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ"", ""CARBOPLATINE"", ""PACLITAXEL""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de Tecentriq achetée pour l’indication 1L du CPNPC non épidermoïde (en association au nab-paclitaxel et au carboplatine).
3948;Roche Pharma (Suisse) SA;percentage;17.1;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, dès la première demande de l’assurance, pour chaque emballage de Tecentriq correspondant au traitement adjuvant dans l’indication de CPNPC au stade précoce, 17,1% du prix de fabrique. La taxe sur la valeur ajoutée ne peut pas être remboursée en sus. La demande de remboursement doit intervenir à partir du moment de l’administration.
3949;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, une part définie du prix départ usine pour chaque boîte de TECENTRIQ achetée pour l’indication secondaire traitement du CPPC.
3950;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, et le titulaire de l’autorisation de la préparation de Bévacizumab remboursent à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de Tecentriq et de Bévacizumab achetée pour le traitement du CHC conformément à l'indication.
3952;Melisana AG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""VESOXX""]";Pour chaque emballage de VESOXX achetée, Melisana AG rembourse une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de l'achat, à la première demande de l’assureur.
3954;;percentage;52.81;per_box;from_month;25;months;"[{""type"": ""from_month"", ""value"": 25, ""unit"": ""months"", ""match"": ""à partir du 25e mois""}]";1;0;0;0;"[""ZEJULA""]";En cas de durée de traitement supérieure (à partir du 25e mois), le titulaire de l'autorisation rembourse 52,81% du prix de fabrique pour chaque boîte de ZEJULA supplémentaire achetée. La TVA ne peut pas être récupérée en plus de cette part du prix de fabrique.
3956;Takeda Pharma AG;percentage;3.7;per_box;;;;;0;0;0;0;"[""ALUNBRIG""]";Dans le cadre de l'utilisation d'ALUNBRIG post-crizotinib, Takeda Pharma AG remboursera à l'assureur maladie, auprès duquel la personne assurée était assuré au moment de l'achat, 3.70% du prix de fabrique pour chaque emballage d'ALUNBRIG acheté, à la demande de l'assureur maladie. Le remboursement de la taxe sur la valeur ajoutée ne peut pas être exigé en sus de ce montant. La demande de remboursement est faite à partir de la date de l'administration.
3957;Swedish Orphan Biovitrum AG;chf_fixed;2.0;unknown;from_box;9;boxes;"[{""type"": ""from_box"", ""value"": 9, ""unit"": ""boxes"", ""match"": ""à partir du 9e flacon""}]";1;1;0;0;"[""ASPAVELI""]";En cas d’interruption du traitement après le deuxième mois de traitement, Swedish Orphan Biovitrum AG rembourse, à la première demande de l’assureur maladie auprès duquel la personne était assurée au moment de l’achat, l’intégralité du dernier emballage d’ASPAVELI commandé (valable à partir du 9e flacon) au prix départ usine de CHF 2'856.30 pour l’emballage de 1 pièce et de CHF 22'850.40 pour l’emballage de 8 pièces. La TVA ne peut pas être récupérée en plus de cette part du prix départ usine. La demande de remboursement doit être faite dès l’interruption définitive du traitement.
3959;UCB-Pharma SA;chf_fixed;174.92;per_box;;;;;0;0;0;0;"[""BIMZELX""]";UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de celui-ci, une part de CHF 174.92 par emballage de 1 pièce ou de CHF 349.84 par emballage de 2 pièces pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale radiologique. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.
3960;UCB-Pharma SA;chf_fixed;174.92;per_box;;;;;0;0;0;0;"[""BIMZELX""]";UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale non radiologique, une part de CHF 174.92 par boîte de 1 pièce, respectivement de CHF 349.84 par boîte de 2 pièces. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.
3963;UCB-Pharma SA;chf_fixed;174.92;per_box;;;;;0;0;0;0;"[""BIMZELX""]";UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de celui-ci, une part de CHF 174.92 par emballage de 1 pièce ou de CHF 349.84 par emballage de 2 pièces pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale radiologique. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.
3964;UCB-Pharma SA;chf_fixed;174.92;per_box;;;;;0;0;0;0;"[""BIMZELX""]";UCB-Pharma SA rembourse à l'assurance-maladie auprès duquel la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, pour chaque boîte de BIMZELX achetée pour le traitement de la spondylarthrite axiale non radiologique, une part de CHF 174.92 par boîte de 1 pièce, respectivement de CHF 349.84 par boîte de 2 pièces. La taxe sur la valeur ajoutée ne peut pas être récupérée en plus de ce montant. La demande de remboursement doit être faite à partir du moment de l'administration.
3973;AstraZeneca SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""IMFINZI""]";Le titulaire de l'autorisation AstraZeneca SA rembourse à l'assureur-maladie auprès duquel était assurée la personne au moment de l’achat et sur la première demande de ce dernier, une part définie du prix départ usine pour chaque boîte d'IMFINZI achetée.
3974;Immunocore GmbH;unknown;;per_box;;;;;0;0;0;0;;Elle communique à l'assureur-maladie la valeur seuil pour le nombre de flacons par patient à partir de laquelle le titulaire de l'autorisation rembourse le prix de fabrique par emballage. La TVA ne peut pas être récupérée en plus de ce montant (base prix de fabrique).
3983;;unknown;;per_box;;;;;0;0;0;0;"[""MINJUVI""]";De plus, dès la première demande de l’assurance-maladie auprès de laquelle la personne était assurée au moment de l’achat, le titulaire de l’autorisation, restitue à cette dernière une part déterminée du prix de fabrique pour chaque emballage de MINJUVI acheté. La TVA ne peut pas être réclamée en plus de cette part du prix de fabrique.
3998;;unknown;;per_box;;;;;0;0;0;0;"[""QINLOCK""]";Le titulaire de l'autorisation rembourse à l'assurance-maladie auprès de laquelle la personne assurée était assurée au moment de l'achat, à la première demande de ce dernier, une part déterminée du prix de fabrique pour chaque boîte de QINLOCK achetée. La TVA ne peut pas être remboursée en plus de cette part du prix de fabrique.
4016;AstraZeneca AG;amount_unspecified;;unknown;;;;;0;0;0;0;;Dans cette indication, AstraZeneca AG remboursera un montant fixe du prix ex factory du traitement à la demande de l'assureur maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix ex factory.
4017;AstraZeneca AG;amount_unspecified;;unknown;;;;;0;0;0;0;;Dans cette indication, AstraZeneca AG remboursera un montant fixe du prix ex factory du traitement à la demande de l'assureur maladie auprès duquel le patient était assuré au moment de l’administration du traitement. La TVA ne peut pas être réclamée en sus de ce montant du prix ex factory.
4018;Pour chaque emballage de TAG;undisclosed_fixed;;per_box;;;;;0;0;0;0;"[""PEMETREXED"", ""TAGRISSO""]";Pour chaque emballage de TAGRISSO utilisé en combinaison avec pemetrexed, AstraZeneca AG remboursera une partie fixe du prix de fabrication à l’assurance-maladie, auprès de laquelle la personne est assurée au moment de l'achat, à la première demande de l’assureur. La TVA ne peut pas être récupérée en plus de cette réduction sur le prix de fabrication.
4019;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ"", ""CARBOPLATINE"", ""PACLITAXEL""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de Tecentriq achetée pour l’indication 1L du CPNPC non épidermoïde (en association au nab-paclitaxel et au carboplatine).
4021;Roche Pharma (Suisse) SA;percentage;17.1;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA rembourse à l’assureur-maladie auprès duquel la personne était assurée au moment de l’achat du médicament, dès la première demande de l’assurance, pour chaque emballage de Tecentriq correspondant au traitement adjuvant dans l’indication de CPNPC au stade précoce, 17,1% du prix de fabrique. La taxe sur la valeur ajoutée ne peut pas être remboursée en sus. La demande de remboursement doit intervenir à partir du moment de l’administration.
4022;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur demande de celui-ci, une part définie du prix départ usine pour chaque boîte de TECENTRIQ achetée pour l’indication secondaire traitement du CPPC.
4023;Roche Pharma (Suisse) SA;full_refund_pex;;per_box;;;;;0;0;0;0;"[""TECENTRIQ"", ""CARBOPLATINE"", ""PACLITAXEL""]";Le titulaire de l’autorisation, Roche Pharma (Suisse) SA, rembourse à l’assureur-maladie auprès duquel était assurée la personne au moment de l’achat, et sur première demande de celui-ci, une part définie du prix départ usine pour chaque boîte de Tecentriq achetée pour l’indication 1L du CPNPC non épidermoïde (en association au nab-paclitaxel et au carboplatine).
